Pokeball,Catch Success
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,True
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
pokeball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,True
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
ultraball,False
